Generic Name,RXCUI,Therapeutic Class
"tetanus toxoid vaccine, inactivated",798306,"Td (adult), 2 Lf tetanus toxoid, preservative free, adsorbed"
"tetanus toxoid vaccine, inactivated",798306,"Td (adult), 5 Lf tetanus toxoid, preservative free, adsorbed"
"tetanus toxoid vaccine, inactivated",798306,DT (pediatric)
"tetanus toxoid vaccine, inactivated",798306,DTaP-Hib-IPV
"tetanus toxoid vaccine, inactivated",798306,TOXOIDS
"tetanus toxoid vaccine, inactivated",798306,Tetanus vaccines
"tetanus toxoid vaccine, inactivated",798306,"DTaP, 5 pertussis antigens"
"tetanus toxoid vaccine, inactivated",798306,TDAP
"tetanus toxoid vaccine, inactivated",798306,"VACCINES/TOXOIDS, OTHER"
"tetanus toxoid vaccine, inactivated",798306,Pertussis vaccines
"tetanus toxoid vaccine, inactivated",798306,DTaP
"tetanus toxoid vaccine, inactivated",798306,"IMMUNOLOGICAL AGENTS,OTHER"
"tetanus toxoid vaccine, inactivated",798306,"Bacterial and viral vaccines, combined"
"tetanus toxoid vaccine, inactivated",798306,"DTaP,IPV,Hib,HepB"
"tetanus toxoid vaccine, inactivated",798306,Drug Hypersensitivity
"tetanus toxoid vaccine, inactivated",798306,Tetanus
"tetanus toxoid vaccine, inactivated",798306,Tetanus Toxoid
"tetanus toxoid vaccine, inactivated",798306,"Vaccines, Inactivated"
"tetanus toxoid vaccine, inactivated",798306,Drug-Related Side Effects and Adverse Reactions
"tetanus toxoid vaccine, inactivated",798306,Increased Antibody Activity
"tetanus toxoid vaccine, inactivated",798306,Increased Antibody Production
"tetanus toxoid vaccine, inactivated",798306,Antibody-Receptor Interactions
"tetanus toxoid vaccine, inactivated",798306,Actively Acquired Immunity
"tetanus toxoid vaccine, inactivated",798306,Inactivated Clostridium Tetani Vaccine
tetraarsenic tetrasulfide,1426938,Arsenicals
tetraarsenic tetrasulfide,1426938,Sulfides
tetrabenazine,10390,Vesicular monoamine transporter 2 inhibitor-containing product
tetrabenazine,10390,Quinolizine-containing product
tetrabenazine,10390,Huntington Disease
tetrabenazine,10390,Hyperkinesis
tetrabenazine,10390,Liver Diseases
tetrabenazine,10390,Reserpine
tetrabenazine,10390,Tetrabenazine
tetrabenazine,10390,Valine
tetrabenazine,10390,Suicidal Ideation
tetrabenazine,10390,Monoamine Oxidase Inhibitors
tetrabenazine,10390,Decreased Dopamine Activity
tetrabenazine,10390,Decreased Histamine Activity
tetrabenazine,10390,Decreased Norepinephrine Activity
tetrabenazine,10390,Decreased Serotonin Activity
tetrabenazine,10390,Vesicular Monoamine Transporter 2 Inhibitors
tetrabenazine,10390,Vesicular Monoamine Transporter 2 Inhibitor
tetrabenazine,10390,Other nervous system drugs
tetrabenazine,10390,VESICULAR MONOAMINE TRANSPORT TYPE 2 BLOCKER
tetracaine,10391,Carboxylic acid and/or carboxylic acid derivative-containing product
tetracaine,10391,Local anesthetics
tetracaine,10391,Drug Hypersensitivity
tetracaine,10391,Esters
tetracaine,10391,Pain
tetracaine,10391,Tetracaine
tetracaine,10391,Anesthetics for topical use
tetracaine,10391,Sodium Channel Interactions
tetracaine,10391,Decreased Sensory-Somatic Nervous System Organized Electrical Activity
tetracaine,10391,Ester Local Anesthetic
tetracaine,10391,Local Anesthesia
tetracaine,10391,Esters of aminobenzoic acid
tetracaine,10391,"LOCAL ANESTHETICS,TOPICAL"
tetracaine,10391,"ANESTHETICS,TOPICAL OPHTHALMIC"
tetracaine,10391,"ANESTHETICS,MUCOSAL"
tetracaine,10391,"LOCAL ANESTHETICS,INJECTION"
tetracaine,10391,Amides
tetrachloroaurate,1370660,Chlorides
tetrachlorodibenzodioxin,2120182,Polychlorinated Dibenzodioxins
Tetracoccosporium paxianum allergenic extract,968502,Allergens
Tetracoccosporium paxianum allergenic extract,968502,Fungal Proteins
Tetracoccosporium paxianum allergenic extract,968502,Increased Histamine Release
Tetracoccosporium paxianum allergenic extract,968502,Cell-mediated Immunity
Tetracoccosporium paxianum allergenic extract,968502,Increased IgG Production
Tetracoccosporium paxianum allergenic extract,968502,Non-Standardized Fungal Allergenic Extract
tetracycline,10395,Combinations for eradication of Helicobacter pylori
tetracycline,10395,Tetracycline antibacterial agent
tetracycline,10395,Antiinfectives and antiseptics for local oral treatment
tetracycline,10395,Acne Vulgaris
tetracycline,10395,Bartonella Infections
tetracycline,10395,Borrelia Infections
tetracycline,10395,Bronchitis
tetracycline,10395,Campylobacter Infections
tetracycline,10395,Chancroid
tetracycline,10395,Child
tetracycline,10395,Chlamydia Infections
tetracycline,10395,Cholera
tetracycline,10395,Drug Hypersensitivity
tetracycline,10395,Gonorrhea
tetracycline,10395,Granuloma Inguinale
tetracycline,10395,Mycoplasma Infections
tetracycline,10395,Psittacosis
tetracycline,10395,Pregnancy
tetracycline,10395,Rickettsia Infections
tetracycline,10395,Staphylococcal Infections
tetracycline,10395,Streptococcal Infections
tetracycline,10395,Syphilis
tetracycline,10395,Tetracycline
tetracycline,10395,Tetracyclines
tetracycline,10395,"Eye Infections, Bacterial"
tetracycline,10395,Helicobacter Infections
tetracycline,10395,Tetracycline and derivatives
tetracycline,10395,Protein Synthesis Inhibitors
tetracycline,10395,Cell Membrane Alteration
tetracycline,10395,Decreased Mitosis
tetracycline,10395,Decreased Protein Synthesis
tetracycline,10395,Tetracycline-class Antimicrobial
tetracycline,10395,Antimicrobial Agent
tetracycline,10395,Antibiotics
tetracycline,10395,Antiinfectives
tetracycline,10395,H. PYLORI AGENTS
tetracycline,10395,"Child, Preschool"
tetracycline,10395,Hypersensitivity
tetracycline,10395,"ANTIACNE AGENTS,TOPICAL"
tetracycline,10395,TETRACYCLINES
tetracycline,10395,Bacterial Infections
tetracycline,10395,Protozoan Infections
tetracycline,10395,Bismuth preparations
tetracycline,10395,Nitroimidazole derivatives
tetradecane,2167852,Alkanes
tetraethylammonium hydroxide,1648695,Tetraethylammonium
tetrafluoromethane,1368889,"Hydrocarbons, Fluorinated"
tetrahydrodiferuloylmethane,1362136,Curcumin
tetrahydrolinalool,2373947,Octanols
tetrahydrolinalool,2373947,Monoterpenes
tetrahydrozoline,37935,"DECONGESTANTS,TOPICAL OPHTHALMIC"
tetrahydrozoline,37935,Sympathomimetics used as decongestants
tetrahydrozoline,37935,SCHEDULE IV
tetrahydrozoline,37935,"DECONGESTANTS,NASAL"
tetrahydrozoline,37935,"Sympathomimetics, plain"
tetrahydrozoline,37935,Nitrogen and/or nitrogen compound-containing product
tetrahydrozoline,37935,Hyperemia
tetrahydrozoline,37935,Imidazoles
tetrahydrozoline,37935,"Rhinitis, Vasomotor"
tetrahydrozoline,37935,Sinusitis
tetrahydrozoline,37935,Adrenergic alpha-Agonists
tetrahydrozoline,37935,Conjunctival Arterial Vasoconstriction
tetrahydrozoline,37935,Decreased Nasal and Sinus Secretions
tetrahydrozoline,37935,"Sympathomimetics, combinations excl. corticosteroids"
tetramethylthiuram monosulfide,1363713,Polymer-containing product
tetramethylthiuram monosulfide,1363713,Allergens
tetramethylthiuram monosulfide,1363713,Thiram
tetramethylthiuram monosulfide,1363713,Increased Histamine Release
tetramethylthiuram monosulfide,1363713,Cell-mediated Immunity
tetramethylthiuram monosulfide,1363713,Standardized Chemical Allergen
tetrapeptide-15,1986806,Oligopeptides
tetraxetan,2260905,"Heterocyclic Compounds, 1-Ring"
tetrazepam,37985,Anxiety Disorders
tetrazepam,37985,Benzodiazepines
tetrazepam,37985,Spasm
tetrazepam,37985,Other centrally acting agents
tetroxoprim,37999,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
tetroxoprim,37999,Pyrimidines
tezacaftor,1999382,Other respiratory system products
tezacaftor,1999382,Indoles
tezacaftor,1999382,Benzodioxoles
tezacaftor,1999382,"RESPIRATORY AGENTS,OTHER"
tezepelumab,2587789,Monoclonal antibody-containing product
tezepelumab,2587789,Immunoglobulin-containing product
tezepelumab,2587789,Asthma
tezepelumab,2587789,"Antibodies, Monoclonal, Humanized"
tezepelumab,2587789,Respiratory/Pulmonary Activity Alteration
tezepelumab,2587789,Antibody-Receptor Interactions
tezepelumab,2587789,Thymic Stromal Lymphopoietin Blocker
tezepelumab,2587789,Thymic Stromal Lymphopoietin Blockers
tezepelumab,2587789,Other systemic drugs for obstructive airway diseases
tezepelumab,2587789,"ANTIASTHMA,OTHER"
thalidomide,10432,Piperidine derivative-containing product
thalidomide,10432,Immunomodulator-containing product
thalidomide,10432,"Arthritis, Rheumatoid"
thalidomide,10432,Behcet Syndrome
thalidomide,10432,"Carcinoma, Renal Cell"
thalidomide,10432,Crohn Disease
thalidomide,10432,Drug Hypersensitivity
thalidomide,10432,Erythema Multiforme
thalidomide,10432,Erythema Nodosum
thalidomide,10432,Graft vs Host Disease
thalidomide,10432,"Histiocytosis, Langerhans-Cell"
thalidomide,10432,Leprosy
thalidomide,10432,"Lupus Erythematosus, Discoid"
thalidomide,10432,Waldenstrom Macroglobulinemia
thalidomide,10432,Multiple Myeloma
thalidomide,10432,Peripheral Nervous System Diseases
thalidomide,10432,Pregnancy
thalidomide,10432,"Stomatitis, Aphthous"
thalidomide,10432,Thalidomide
thalidomide,10432,Other immunosuppressants
thalidomide,10432,Decreased Immunologically Active Molecule Activity
thalidomide,10432,Unknown Cellular or Molecular Interaction
thalidomide,10432,Tumor Necrosis Factor alpha Receptor Blocking Activity
thalidomide,10432,Decreased Endothelial Proliferation
thalidomide,10432,"IMMUNOLOGICAL AGENTS,OTHER"
thallium,1311633,Thallium
thallium,1311633,Radiopharmaceutical Activity
thallium,1311633,Radioactive Diagnostic Agent
thallium,1311633,Organometallic Compounds
thallium,1311633,Myocardial Ischemia
thallium,1311633,Other cardiovascular system diagnostic radiopharmaceuticals
theaflavin,38021,Catechin
theaflavin,38021,Biflavonoids
theanine,38022,HERBS/ALTERNATIVE THERAPIES
theanine,38022,Glutamates
thenyldiamine,38025,Pyridines
theobromine,10437,Xanthine derivatives
theobromine,10437,Anxiety Disorders
theobromine,10437,Theobromine
theobromine,10437,Xanthines
theodrenaline,31958,Adrenergic and dopaminergic agents
theodrenaline,31958,Norepinephrine
theodrenaline,31958,Theophylline
theophylline,10438,Phosphodiesterase inhibitor-containing product
theophylline,10438,Methyl xanthine-containing product
theophylline,10438,Adenosine receptor antagonist-containing product
theophylline,10438,Apnea
theophylline,10438,"Arrhythmias, Cardiac"
theophylline,10438,Asthma
theophylline,10438,Bradycardia
theophylline,10438,Bronchial Spasm
theophylline,10438,Bronchitis
theophylline,10438,Drug Hypersensitivity
theophylline,10438,Hyperthyroidism
theophylline,10438,Peptic Ulcer
theophylline,10438,Pulmonary Emphysema
theophylline,10438,Seizures
theophylline,10438,Theophylline
theophylline,10438,Phosphodiesterase Inhibitors
theophylline,10438,Bronchodilation
theophylline,10438,Inhibition Gastric Acid Secretion
theophylline,10438,Positive Chronotropy
theophylline,10438,Xanthines
theophylline,10438,"BRONCHODILATORS,XANTHINE-DERIVATIVE"
theophylline,10438,Methylxanthine
thiabendazole,10450,Benzimidazole-containing product
thiabendazole,10450,Anthelmintic agent
thiabendazole,10450,Antifungal agent
thiabendazole,10450,Dracunculiasis
thiabendazole,10450,Drug Hypersensitivity
thiabendazole,10450,Larva Migrans
thiabendazole,10450,Strongyloidiasis
thiabendazole,10450,Thiabendazole
thiabendazole,10450,Trichinellosis
thiabendazole,10450,Imidazole and triazole derivatives
thiabendazole,10450,Enzyme Inhibitors
thiabendazole,10450,Reproductive System Activity Alteration
thiabendazole,10450,Anthelmintic
thiabendazole,10450,Antihelminthic Agent
thiabendazole,10450,Benzimidazole derivatives
thiafentanil,2691823,SCHEDULE II
thiamine,10454,Thiazole-containing product
thiamine,10454,Nitrogen and/or nitrogen compound-containing product
thiamine,10454,"Vitamin B1, plain"
thiamine,10454,Beriberi
thiamine,10454,Drug Hypersensitivity
thiamine,10454,Pellagra
thiamine,10454,Thiamine
thiamine,10454,Thiamine Deficiency
thiamine,10454,Wernicke Encephalopathy
thiamine,10454,Alcoholic Neuropathy
thiamine,10454,Enzyme Interactions
thiamine,10454,Cellular Activity Alteration
thiamine,10454,Thiamine Pyrophosphate
thiamine,10454,Iron in other combinations
thiamine,10454,"Multivitamins, other combinations"
thiamine,10454,"Vitamin B-complex, other combinations"
thiamine,10454,Vitamin B-complex with minerals
thiamine,10454,Multivitamins with minerals
thiamine,10454,"Vitamin B-complex, plain"
thiamine,10454,Combinations of vitamins
thiamine,10454,THIAMINE
thiamine,10454,MULTIVITAMINS
thiamphenicol,10463,Amphenicol antibacterial agent
thiamphenicol,10463,Thiamphenicol
thiamphenicol,10463,Amphenicols
thiamylal,10464,Barbiturate-containing product
thiamylal,10464,Sulfur and/or sulfur compound-containing product
thiamylal,10464,Anxiety Disorders
thiamylal,10464,Drug Hypersensitivity
thiamylal,10464,Seizures
thiamylal,10464,Thiamylal
thiamylal,10464,Unconsciousness
thiamylal,10464,GABA B Agonists
thiamylal,10464,GABA A Agonists
thiamylal,10464,Decreased Central Nervous System Organized Electrical Activity
thiamylal,10464,Decreased Medullary Respiratory Drive
thiamylal,10464,Increased Central Nervous System GABA Activity
thiethylperazine,10471,Piperazine derivative-containing product
thiethylperazine,10471,Phenothiazine and/or phenothiazine derivative-containing product
thiethylperazine,10471,Drug Hypersensitivity
thiethylperazine,10471,Nausea
thiethylperazine,10471,Thiethylperazine
thiethylperazine,10471,Vertigo
thiethylperazine,10471,Vomiting
thiethylperazine,10471,Dopamine Antagonists
thiethylperazine,10471,Decreased Central Nervous System Dopamine Activity
thiethylperazine,10471,Decreased Central Nervous System Norepinephrine Activity
thiethylperazine,10471,Emesis Suppression
thiethylperazine,10471,Hypothalamic Endocrine Activity Alteration
thiethylperazine,10471,Phenothiazine derivatives
thimerosal,10472,Mercury compound-containing product
thimerosal,10472,Allergens
thimerosal,10472,Mycoses
thimerosal,10472,Thimerosal
thimerosal,10472,Mercurial products
thimerosal,10472,Increased Histamine Release
thimerosal,10472,Cell-mediated Immunity
thimerosal,10472,Standardized Chemical Allergen
thiobutabarbital,38077,Drug Hypersensitivity
thiobutabarbital,38077,Sleep Initiation and Maintenance Disorders
thiobutabarbital,38077,Unconsciousness
thiobutabarbital,38077,GABA B Agonists
thiobutabarbital,38077,GABA A Agonists
thiobutabarbital,38077,Decreased Organized Electrical Activity
thiobutabarbital,38077,Increased GABA Activity
thiobutabarbital,38077,Vasodilation
thiobutabarbital,38077,Thiopental
thiocolchicoside,38085,Alkaloid-containing product
thiocolchicoside,38085,Colchicine
thiocolchicoside,38085,Other centrally acting agents
thioctate,618060,Various alimentary tract and metabolism products
thioctate,618060,Carboxylic acid and/or carboxylic acid derivative-containing product
thioctate,618060,Thioctic Acid
thiocyanate,1427067,Thiocyanates
thiodipropionic acid,2046122,Propionates
thioglycerol,1363062,Glycerol
thioglycolate,1370627,Thioglycolates
thioguanine,10485,Purine analog antineoplastic agent
thioguanine,10485,Drug Hypersensitivity
thioguanine,10485,Pregnancy
thioguanine,10485,Psoriasis
thioguanine,10485,Thioguanine
thioguanine,10485,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
thioguanine,10485,"Leukemia, Neutrophilic, Chronic"
thioguanine,10485,"Leukemia, Basophilic, Acute"
thioguanine,10485,"Leukemia, Eosinophilic, Acute"
thioguanine,10485,Purine analogues
thioguanine,10485,Nucleic Acid Synthesis Inhibitors
thioguanine,10485,Decreased DNA Integrity
thioguanine,10485,Decreased RNA Integrity
thioguanine,10485,"ANTINEOPLASTICS,ANTIMETABOLITES"
thioguanine,10485,Antimetabolite
thiopental,10493,Barbiturate-containing product
thiopental,10493,Cardiovascular Diseases
thiopental,10493,Drug Hypersensitivity
thiopental,10493,Porphyrias
thiopental,10493,Rectal Neoplasms
thiopental,10493,Status Asthmaticus
thiopental,10493,Thiopental
thiopental,10493,Unconsciousness
thiopental,10493,Inflammatory Bowel Diseases
thiopental,10493,Intracranial Hypertension
thiopental,10493,Decreased Cerebellum Organized Electrical Activity
thiopental,10493,Decreased Medullary Respiratory Drive
thiopental,10493,Decreased Sensory-Somatic Nervous System Organized Electrical Activity
thiopental,10493,Decreased Striated Muscle Organized Electrical Activity
thiopental,10493,Unknown Cellular or Molecular Interaction
thiopental,10493,"Barbiturates, plain"
thiopental,10493,BARBITURIC ACID DERIVATIVE ANESTHETICS
thiopental,10493,SCHEDULE III
thiophene,154876,Thiophenes
thiopropazate,38133,Phenothiazines
